"","date","median.flow.3monthlag","max.flow.3monthlag","date.of.max.flow.3monthlag","fall.rate.3monthlag","rise.rate.3monthlag","reversals.3monthlag","inflows.3monthlag","inflows.upperqtl.3monthlag","inflows.lowerqtl.3monthlag","minDO.oakcity.3monthlag","minDO.jamesville.3monthlag","days.over.10k.3monthlag","days.over.15k.3monthlag","days.over.20k.3monthlag","days.over.30k.3monthlag","median.flow.2monthlag","max.flow.2monthlag","date.of.max.flow.2monthlag","fall.rate.2monthlag","rise.rate.2monthlag","reversals.2monthlag","inflows.2monthlag","inflows.upperqtl.2monthlag","inflows.lowerqtl.2monthlag","minDO.oakcity.2monthlag","minDO.jamesville.2monthlag","days.over.10k.2monthlag","days.over.15k.2monthlag","days.over.20k.2monthlag","days.over.30k.2monthlag","median.flow.1monthlag","max.flow.1monthlag","date.of.max.flow.1monthlag","fall.rate.1monthlag","rise.rate.1monthlag","reversals.1monthlag","inflows.1monthlag","inflows.upperqtl.1monthlag","inflows.lowerqtl.1monthlag","minDO.oakcity.1monthlag","minDO.jamesville.1monthlag","days.over.10k.1monthlag","days.over.15k.1monthlag","days.over.20k.1monthlag","days.over.30k.1monthlag","median.monthly.flow","max.monthly.flow","date.of.monthly.max.flow","monthly.fall.rate","monthly.rise.rate","monthly.reversals","monthly.inflows","inflows.upperquartile","inflows.lowerquartile","minDO.oakcity","minDO.jamesville","days.over.10k","days.over.15k","days.over.20k","days.over.30k"
"374",2013-10-01,15200,20600,192,210,300,11,12432.0967741935,1,0,6.2,NA,23,16,13,0,4760,9110,222,1175,725,14,4371.83870967742,0,0,6.1,3.9,0,0,0,0,2885,5440,263,500,580,10,1861.63333333333,0,0,6.5,5.7,0,0,0,0,2060,6160,300,215,515,19,1958.22580645161,0,1,7.4,NA,0,0,0,0
"375",2013-11-01,4760,9110,222,1175,725,14,4371.83870967742,0,0,6.1,3.9,0,0,0,0,2885,5440,263,500,580,10,1861.63333333333,0,0,6.5,5.7,0,0,0,0,2060,6160,300,215,515,19,1958.22580645161,0,1,7.4,NA,0,0,0,0,2315,2550,306,60,70,12,3078,0,0,NA,NA,0,0,0,0
"376",2013-12-01,2885,5440,263,500,580,10,1861.63333333333,0,0,6.5,5.7,0,0,0,0,2060,6160,300,215,515,19,1958.22580645161,0,1,7.4,NA,0,0,0,0,2315,2550,306,60,70,12,3078,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",2014-01-01,2060,6160,300,215,515,19,1958.22580645161,0,1,7.4,NA,0,0,0,0,2315,2550,306,60,70,12,3078,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",2014-02-01,2315,2550,306,60,70,12,3078,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",2014-06-01,7380,21300,74,550,300,11,10109.8709677419,0,0,NA,NA,13,4,2,0,10750,21400,107,400,230,8,11879.2,0,0,NA,NA,20,10,9,0,15100,21700,123,700,450,7,11658,1,0,NA,NA,22,16,2,0,4525,9870,153,330,165,13,3000.1,0,0,6.9,5.2,0,0,0,0
"380",2014-07-01,10750,21400,107,400,230,8,11879.2,0,0,NA,NA,20,10,9,0,15100,21700,123,700,450,7,11658,1,0,NA,NA,22,16,2,0,4525,9870,153,330,165,13,3000.1,0,0,6.9,5.2,0,0,0,0,3640,5740,183,800,630,14,2497.83870967742,0,0,7.1,5.3,0,0,0,0
"381",2014-08-01,15100,21700,123,700,450,7,11658,1,0,NA,NA,22,16,2,0,4525,9870,153,330,165,13,3000.1,0,0,6.9,5.2,0,0,0,0,3640,5740,183,800,630,14,2497.83870967742,0,0,7.1,5.3,0,0,0,0,3730,8070,235,820,495,14,4491.74193548387,0,0,6,4.5,0,0,0,0
"382",2014-09-01,4525,9870,153,330,165,13,3000.1,0,0,6.9,5.2,0,0,0,0,3640,5740,183,800,630,14,2497.83870967742,0,0,7.1,5.3,0,0,0,0,3730,8070,235,820,495,14,4491.74193548387,0,0,6,4.5,0,0,0,0,3420,14300,253,1110,1700,8,3117.43333333333,0,0,6,6,1,0,0,0
"383",2014-10-01,3640,5740,183,800,630,14,2497.83870967742,0,0,7.1,5.3,0,0,0,0,3730,8070,235,820,495,14,4491.74193548387,0,0,6,4.5,0,0,0,0,3420,14300,253,1110,1700,8,3117.43333333333,0,0,6,6,1,0,0,0,2130,5550,281,70,170,17,3552.87096774194,0,0,7.6,5.4,1,0,0,0
"384",2014-11-01,3730,8070,235,820,495,14,4491.74193548387,0,0,6,4.5,0,0,0,0,3420,14300,253,1110,1700,8,3117.43333333333,0,0,6,6,1,0,0,0,2130,5550,281,70,170,17,3552.87096774194,0,0,7.6,5.4,1,0,0,0,2745,8300,335,110,85,15,3539.36666666667,0,0,NA,NA,0,0,0,0
"385",2014-12-01,3420,14300,253,1110,1700,8,3117.43333333333,0,0,6,6,1,0,0,0,2130,5550,281,70,170,17,3552.87096774194,0,0,7.6,5.4,1,0,0,0,2745,8300,335,110,85,15,3539.36666666667,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",2015-01-01,2130,5550,281,70,170,17,3552.87096774194,0,0,7.6,5.4,1,0,0,0,2745,8300,335,110,85,15,3539.36666666667,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",2015-02-01,2745,8300,335,110,85,15,3539.36666666667,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",2015-06-01,6920,15300,71,300,280,11,10119.5483870968,0,0,NA,NA,8,3,0,0,10550,21700,115,200,250,11,8663.26666666667,0,0,NA,NA,16,5,1,0,3870,12800,122,200,35,4,3690.32258064516,0,1,NA,NA,3,0,0,0,3720,8020,178,155,200,14,4180.76666666667,0,0,7,5.8,0,0,0,0
"389",2015-07-01,10550,21700,115,200,250,11,8663.26666666667,0,0,NA,NA,16,5,1,0,3870,12800,122,200,35,4,3690.32258064516,0,1,NA,NA,3,0,0,0,3720,8020,178,155,200,14,4180.76666666667,0,0,7,5.8,0,0,0,0,3640,10300,190,610,520,16,2977.61290322581,0,0,7,5.3,2,0,0,0
"390",2015-08-01,3870,12800,122,200,35,4,3690.32258064516,0,1,NA,NA,3,0,0,0,3720,8020,178,155,200,14,4180.76666666667,0,0,7,5.8,0,0,0,0,3640,10300,190,610,520,16,2977.61290322581,0,0,7,5.3,2,0,0,0,2770,7970,239,80,675,15,1761.58064516129,0,1,7.2,6.3,0,0,0,0
"391",2015-09-01,3720,8020,178,155,200,14,4180.76666666667,0,0,7,5.8,0,0,0,0,3640,10300,190,610,520,16,2977.61290322581,0,0,7,5.3,2,0,0,0,2770,7970,239,80,675,15,1761.58064516129,0,1,7.2,6.3,0,0,0,0,4280,8230,274,155,1235,8,2681.83333333333,0,0,7,6.4,0,0,0,0
"392",2015-10-01,3640,10300,190,610,520,16,2977.61290322581,0,0,7,5.3,2,0,0,0,2770,7970,239,80,675,15,1761.58064516129,0,1,7.2,6.3,0,0,0,0,4280,8230,274,155,1235,8,2681.83333333333,0,0,7,6.4,0,0,0,0,2420,10700,290,190,325,13,12610.6774193548,1,0,7.3,4.1,14,13,11,0
"393",2015-11-01,2770,7970,239,80,675,15,1761.58064516129,0,1,7.2,6.3,0,0,0,0,4280,8230,274,155,1235,8,2681.83333333333,0,0,7,6.4,0,0,0,0,2420,10700,290,190,325,13,12610.6774193548,1,0,7.3,4.1,14,13,11,0,2180,9770,331,90,100,17,12064.1666666667,1,0,NA,NA,24,19,5,0
"394",2015-12-01,4280,8230,274,155,1235,8,2681.83333333333,0,0,7,6.4,0,0,0,0,2420,10700,290,190,325,13,12610.6774193548,1,0,7.3,4.1,14,13,11,0,2180,9770,331,90,100,17,12064.1666666667,1,0,NA,NA,24,19,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",2016-01-01,2420,10700,290,190,325,13,12610.6774193548,1,0,7.3,4.1,14,13,11,0,2180,9770,331,90,100,17,12064.1666666667,1,0,NA,NA,24,19,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",2016-02-01,2180,9770,331,90,100,17,12064.1666666667,1,0,NA,NA,24,19,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",2016-06-01,12100,20800,65,300,200,15,9450.93548387097,0,0,NA,NA,28,14,4,0,8010,9740,92,150,70,11,6521.46666666667,0,0,NA,NA,0,0,0,0,21200,21800,141,250,555,10,15832.3225806452,1,0,NA,NA,25,22,19,0,9660,11900,182,415,200,11,7096,1,0,6.5,4.3,13,0,0,0
"398",2016-07-01,8010,9740,92,150,70,11,6521.46666666667,0,0,NA,NA,0,0,0,0,21200,21800,141,250,555,10,15832.3225806452,1,0,NA,NA,25,22,19,0,9660,11900,182,415,200,11,7096,1,0,6.5,4.3,13,0,0,0,5470,19700,197,1120,1235,17,4974.67741935484,1,0,6.6,4.7,7,1,0,0
"399",2016-08-01,21200,21800,141,250,555,10,15832.3225806452,1,0,NA,NA,25,22,19,0,9660,11900,182,415,200,11,7096,1,0,6.5,4.3,13,0,0,0,5470,19700,197,1120,1235,17,4974.67741935484,1,0,6.6,4.7,7,1,0,0,4860,13500,223,1250,1720,14,4308.38709677419,0,0,6.1,5.1,2,0,0,0
"400",2016-09-01,9660,11900,182,415,200,11,7096,1,0,6.5,4.3,13,0,0,0,5470,19700,197,1120,1235,17,4974.67741935484,1,0,6.6,4.7,7,1,0,0,4860,13500,223,1250,1720,14,4308.38709677419,0,0,6.1,5.1,2,0,0,0,4135,5050,267,400,865,10,2855.86666666667,0,0,5.9,5.1,0,0,0,0
"401",2016-10-01,5470,19700,197,1120,1235,17,4974.67741935484,1,0,6.6,4.7,7,1,0,0,4860,13500,223,1250,1720,14,4308.38709677419,0,0,6.1,5.1,2,0,0,0,4135,5050,267,400,865,10,2855.86666666667,0,0,5.9,5.1,0,0,0,0,8460,21300,278,570,280,14,10890.3225806452,1,0,5.6,4.2,15,13,10,0
"402",2016-11-01,4860,13500,223,1250,1720,14,4308.38709677419,0,0,6.1,5.1,2,0,0,0,4135,5050,267,400,865,10,2855.86666666667,0,0,5.9,5.1,0,0,0,0,8460,21300,278,570,280,14,10890.3225806452,1,0,5.6,4.2,15,13,10,0,19400,20600,319,400,1100,12,2322.13333333333,0,1,NA,NA,0,0,0,0
"403",2016-12-01,4135,5050,267,400,865,10,2855.86666666667,0,0,5.9,5.1,0,0,0,0,8460,21300,278,570,280,14,10890.3225806452,1,0,5.6,4.2,15,13,10,0,19400,20600,319,400,1100,12,2322.13333333333,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",2017-01-01,8460,21300,278,570,280,14,10890.3225806452,1,0,5.6,4.2,15,13,10,0,19400,20600,319,400,1100,12,2322.13333333333,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",2017-02-01,19400,20600,319,400,1100,12,2322.13333333333,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",2017-06-01,2900,3600,91,80,80,13,3912.41935483871,0,1,NA,NA,0,0,0,0,6950,33700,120,60,250,10,19166.7666666667,1,0,NA,NA,6,5,4,3,26900,34300,126,350,550,6,17379.6774193548,1,0,NA,NA,31,20,19,10,13400,27800,155,1145,300,11,7282.36666666667,1,0,6.2,4.1,19,9,5,0
"407",2017-07-01,6950,33700,120,60,250,10,19166.7666666667,1,0,NA,NA,6,5,4,3,26900,34300,126,350,550,6,17379.6774193548,1,0,NA,NA,31,20,19,10,13400,27800,155,1145,300,11,7282.36666666667,1,0,6.2,4.1,19,9,5,0,3580,7850,195,310,1240,17,2896.51612903226,0,0,5.8,3.8,0,0,0,0
"408",2017-08-01,26900,34300,126,350,550,6,17379.6774193548,1,0,NA,NA,31,20,19,10,13400,27800,155,1145,300,11,7282.36666666667,1,0,6.2,4.1,19,9,5,0,3580,7850,195,310,1240,17,2896.51612903226,0,0,5.8,3.8,0,0,0,0,4150,4840,243,140,370,17,2219.35483870968,0,0,6.5,5.1,0,0,0,0
"409",2017-09-01,13400,27800,155,1145,300,11,7282.36666666667,1,0,6.2,4.1,19,9,5,0,3580,7850,195,310,1240,17,2896.51612903226,0,0,5.8,3.8,0,0,0,0,4150,4840,243,140,370,17,2219.35483870968,0,0,6.5,5.1,0,0,0,0,3625,5290,265,870,590,9,1804.16666666667,0,1,7.1,5.7,0,0,0,0
"410",2017-10-01,3580,7850,195,310,1240,17,2896.51612903226,0,0,5.8,3.8,0,0,0,0,4150,4840,243,140,370,17,2219.35483870968,0,0,6.5,5.1,0,0,0,0,3625,5290,265,870,590,9,1804.16666666667,0,1,7.1,5.7,0,0,0,0,9690,25000,295,2120,895,15,1664.51612903226,0,1,7.5,6.9,0,0,0,0
"411",2017-11-01,4150,4840,243,140,370,17,2219.35483870968,0,0,6.5,5.1,0,0,0,0,3625,5290,265,870,590,9,1804.16666666667,0,1,7.1,5.7,0,0,0,0,9690,25000,295,2120,895,15,1664.51612903226,0,1,7.5,6.9,0,0,0,0,3430,9340,314,490,215,14,1949.06666666667,0,1,NA,NA,0,0,0,0
"412",2017-12-01,3625,5290,265,870,590,9,1804.16666666667,0,1,7.1,5.7,0,0,0,0,9690,25000,295,2120,895,15,1664.51612903226,0,1,7.5,6.9,0,0,0,0,3430,9340,314,490,215,14,1949.06666666667,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",2018-01-01,9690,25000,295,2120,895,15,1664.51612903226,0,1,7.5,6.9,0,0,0,0,3430,9340,314,490,215,14,1949.06666666667,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",2018-02-01,3430,9340,314,490,215,14,1949.06666666667,0,1,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",2018-06-01,4480,15400,65,80,100,13,6839.61290322581,0,1,NA,NA,1,1,0,0,9925,20700,121,100,165,8,11558.8333333333,0,0,NA,NA,14,3,2,0,18000,28900,147,740,1030,9,15212.9032258065,1,0,NA,NA,21,20,13,0,5060,16200,153,640,1860,12,4209.5,0,0,5.4,3.3,5,1,0,0
"416",2018-07-01,9925,20700,121,100,165,8,11558.8333333333,0,0,NA,NA,14,3,2,0,18000,28900,147,740,1030,9,15212.9032258065,1,0,NA,NA,21,20,13,0,5060,16200,153,640,1860,12,4209.5,0,0,5.4,3.3,5,1,0,0,3000,12400,184,885,1510,14,2970.16129032258,0,0,5.6,5.2,2,0,0,0
"417",2018-08-01,18000,28900,147,740,1030,9,15212.9032258065,1,0,NA,NA,21,20,13,0,5060,16200,153,640,1860,12,4209.5,0,0,5.4,3.3,5,1,0,0,3000,12400,184,885,1510,14,2970.16129032258,0,0,5.6,5.2,2,0,0,0,8640,17800,219,1380,1590,11,6650.45161290323,1,0,5.6,3.6,12,6,0,0
"418",2018-09-01,5060,16200,153,640,1860,12,4209.5,0,0,5.4,3.3,5,1,0,0,3000,12400,184,885,1510,14,2970.16129032258,0,0,5.6,5.2,2,0,0,0,8640,17800,219,1380,1590,11,6650.45161290323,1,0,5.6,3.6,12,6,0,0,17500,28800,273,445,3130,9,19745.7666666667,1,0,6.4,2.1,14,13,9,0
"419",2018-10-01,3000,12400,184,885,1510,14,2970.16129032258,0,0,5.6,5.2,2,0,0,0,8640,17800,219,1380,1590,11,6650.45161290323,1,0,5.6,3.6,12,6,0,0,17500,28800,273,445,3130,9,19745.7666666667,1,0,6.4,2.1,14,13,9,0,2720,4700,305,120,270,10,20355.1612903226,1,0,4.8,3.6,31,28,24,13
"420",2018-11-01,8640,17800,219,1380,1590,11,6650.45161290323,1,0,5.6,3.6,12,6,0,0,17500,28800,273,445,3130,9,19745.7666666667,1,0,6.4,2.1,14,13,9,0,2720,4700,305,120,270,10,20355.1612903226,1,0,4.8,3.6,31,28,24,13,2325,3840,332,30,40,19,23757.4666666667,1,0,NA,NA,30,28,17,11
"421",2018-12-01,17500,28800,273,445,3130,9,19745.7666666667,1,0,6.4,2.1,14,13,9,0,2720,4700,305,120,270,10,20355.1612903226,1,0,4.8,3.6,31,28,24,13,2325,3840,332,30,40,19,23757.4666666667,1,0,NA,NA,30,28,17,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",2019-01-01,2720,4700,305,120,270,10,20355.1612903226,1,0,4.8,3.6,31,28,24,13,2325,3840,332,30,40,19,23757.4666666667,1,0,NA,NA,30,28,17,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",2019-02-01,2325,3840,332,30,40,19,23757.4666666667,1,0,NA,NA,30,28,17,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",2019-06-01,19800,35200,66,2000,100,10,14770.6451612903,0,0,NA,NA,25,20,15,12,13800,18400,92,1700,750,9,12735.2666666667,0,0,NA,NA,27,13,0,0,8760,13500,124,805,90,10,6532.32258064516,0,0,NA,NA,5,0,0,0,10760,21500,169,400,500,6,11985.7333333333,1,0,6.6,NA,15,12,10,0
"425",2019-07-01,13800,18400,92,1700,750,9,12735.2666666667,0,0,NA,NA,27,13,0,0,8760,13500,124,805,90,10,6532.32258064516,0,0,NA,NA,5,0,0,0,10760,21500,169,400,500,6,11985.7333333333,1,0,6.6,NA,15,12,10,0,5130,8940,213,260,430,14,4131.8064516129,0,0,5.9,4.3,0,0,0,0
"426",2019-08-01,8760,13500,124,805,90,10,6532.32258064516,0,0,NA,NA,5,0,0,0,10760,21500,169,400,500,6,11985.7333333333,1,0,6.6,NA,15,12,10,0,5130,8940,213,260,430,14,4131.8064516129,0,0,5.9,4.3,0,0,0,0,2930,8680,214,1040,590,15,2853.12903225806,0,0,NA,5.5,0,0,0,0
"427",2019-09-01,10760,21500,169,400,500,6,11985.7333333333,1,0,6.6,NA,15,12,10,0,5130,8940,213,260,430,14,4131.8064516129,0,0,5.9,4.3,0,0,0,0,2930,8680,214,1040,590,15,2853.12903225806,0,0,NA,5.5,0,0,0,0,2325,5600,260,1050,290,13,1401.4,0,1,6.7,2,0,0,0,0
"428",2019-10-01,5130,8940,213,260,430,14,4131.8064516129,0,0,5.9,4.3,0,0,0,0,2930,8680,214,1040,590,15,2853.12903225806,0,0,NA,5.5,0,0,0,0,2325,5600,260,1050,290,13,1401.4,0,1,6.7,2,0,0,0,0,29000,34800,298,2200,500,9,3011.96774193548,0,0,7.2,6,0,0,0,0
"429",2019-11-01,2930,8680,214,1040,590,15,2853.12903225806,0,0,NA,5.5,0,0,0,0,2325,5600,260,1050,290,13,1401.4,0,1,6.7,2,0,0,0,0,29000,34800,298,2200,500,9,3011.96774193548,0,0,7.2,6,0,0,0,0,24400,35400,334,400,300,8,4906.1,0,0,NA,NA,3,0,0,0
"430",2019-12-01,2325,5600,260,1050,290,13,1401.4,0,1,6.7,2,0,0,0,0,29000,34800,298,2200,500,9,3011.96774193548,0,0,7.2,6,0,0,0,0,24400,35400,334,400,300,8,4906.1,0,0,NA,NA,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",2020-01-01,29000,34800,298,2200,500,9,3011.96774193548,0,0,7.2,6,0,0,0,0,24400,35400,334,400,300,8,4906.1,0,0,NA,NA,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",2020-02-01,24400,35400,334,400,300,8,4906.1,0,0,NA,NA,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",2020-06-01,5230,9600,63,180,95,12,7203.87096774194,0,1,NA,NA,0,0,0,0,11350,15800,107,185,100,9,10818.2,0,0,NA,NA,17,4,0,0,12700,35100,150,270,600,7,25247.7096774194,1,0,NA,NA,20,14,12,3,NA,NA,NA,NA,NA,NA,17364.8,1,0,NA,NA,8,8,8,8
"434",2020-07-01,11350,15800,107,185,100,9,10818.2,0,0,NA,NA,17,4,0,0,12700,35100,150,270,600,7,25247.7096774194,1,0,NA,NA,20,14,12,3,NA,NA,NA,NA,NA,NA,17364.8,1,0,NA,NA,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",2020-08-01,12700,35100,150,270,600,7,25247.7096774194,1,0,NA,NA,20,14,12,3,NA,NA,NA,NA,NA,NA,17364.8,1,0,NA,NA,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",2020-09-01,NA,NA,NA,NA,NA,NA,17364.8,1,0,NA,NA,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",2020-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",2020-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",2020-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",2021-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",2021-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
